Id,y
10000,-66.00242349023121
10001,451.4065044011548
10002,-461.6764170602992
10003,40.50120875372297
10004,-126.74472245403686
10005,-342.5345518192508
10006,-396.55554211358884
10007,335.5412790790877
10008,-99.51242087062344
10009,304.8125398062759
10010,68.89453048978554
10011,412.36919545590695
10012,54.942371024767745
10013,-17.005550754779616
10014,-597.8499575722609
10015,443.50228878641474
10016,144.77448697804365
10017,-57.41116367253653
10018,134.38782757746034
10019,-108.98377598910855
10020,153.8248284250671
10021,611.7359836022019
10022,588.3896503384216
10023,-131.0167999580198
10024,-61.13562114122928
10025,-374.2484953169728
10026,74.15799307965388
10027,137.4383787361044
10028,420.0866117967902
10029,196.7656257134427
10030,268.44284980053163
10031,638.4749102511084
10032,127.37873138691963
10033,1.349118758400077
10034,22.71045317740828
10035,342.2395345225646
10036,307.70396697417215
10037,348.13820870093974
10038,-168.6528613073541
10039,-20.22113090461716
10040,-551.7499275731113
10041,-429.9718040667403
10042,261.89195870674394
10043,389.8204261292213
10044,-96.16562227356542
10045,-210.71080125632432
10046,278.8818687840112
10047,-427.4533010310489
10048,-172.9032529175672
10049,467.2643783557859
10050,-631.5587355874386
10051,-355.5316593381786
10052,143.173275538604
10053,69.19920259894202
10054,275.58827397672553
10055,-263.18861220410236
10056,167.49830723241243
10057,104.57789589014257
10058,230.07008661007546
10059,20.988026644576436
10060,-4.82258126250161
10061,-201.9229408106372
10062,560.0639265657699
10063,55.288476252448824
10064,671.3015746918347
10065,-493.7487382852283
10066,-279.353036732592
10067,-53.71252761314777
10068,379.69819550097526
10069,315.0714108579814
10070,169.13001732614316
10071,-271.5993032690114
10072,783.8022226750335
10073,44.57731151554852
10074,57.40678005457725
10075,-161.0782741430677
10076,-220.66957847885723
10077,223.24129442929183
10078,352.66559554375414
10079,13.163291366265774
10080,-461.99414698573
10081,305.37214669142304
10082,-230.59656173861137
10083,359.0744432425439
10084,-430.2605633759213
10085,-115.54882205546198
10086,-88.96006387867385
10087,-488.2901898080415
10088,-139.35033854713512
10089,57.338808108526486
10090,-190.33624272166438
10091,-6.508092914824084
10092,189.29107774701797
10093,346.603678185655
10094,871.6273206485893
10095,-147.01353738653862
10096,443.4899377794298
10097,-30.49843297443729
10098,185.46345753445925
10099,-119.91717151732807
10100,43.575238001807435
10101,58.31857155224447
10102,-197.15246829839762
10103,-70.47160678841233
10104,-342.84605328866763
10105,-29.23358987371697
10106,49.52292929610375
10107,-16.246144137912932
10108,33.77506926160716
10109,-68.88307748324125
10110,25.86339949369709
10111,-617.3142842716953
10112,-185.9044130119494
10113,323.7831061093863
10114,-35.662195722127734
10115,-733.5297711613835
10116,-240.73856264736094
10117,-381.97314662424884
10118,75.31994462169511
10119,36.6103264591184
10120,-28.7562702250231
10121,-481.16062796858785
10122,408.8502304229888
10123,-765.0217471991631
10124,178.07269651637014
10125,-7.649879385673
10126,134.7968462337588
10127,-477.45851421287
10128,-248.7062530132358
10129,-361.8846572238638
10130,-18.755611748554117
10131,7.795604374434829
10132,-109.10598972538364
10133,-63.07374524219431
10134,591.8231837349153
10135,259.6126336966277
10136,-279.8658320087673
10137,93.2253594005184
10138,-427.2873154191352
10139,84.38656633089808
10140,-311.54463064415535
10141,11.419268612561654
10142,-297.8314684235852
10143,-331.9289709686431
10144,656.0132305257306
10145,-476.6626813650534
10146,361.19404513377447
10147,-150.18526861192296
10148,299.946719024324
10149,-191.72143219270785
10150,151.94999511611996
10151,-64.67275781576413
10152,351.2448616306331
10153,-370.6364457562722
10154,349.2249817861109
10155,273.52460961680134
10156,783.1971843196873
10157,-124.23788973573964
10158,-155.22004432990815
10159,-506.9556493864099
10160,201.69321238561503
10161,-415.1740571596358
10162,-348.1651051695647
10163,-201.9522410868095
10164,-658.9504470533365
10165,179.34640168171512
10166,124.06925816168713
10167,-209.1502535520176
10168,213.70513477400576
10169,-82.11721023808944
10170,-97.1102698972685
10171,124.26800574648055
10172,50.2899156571428
10173,538.7439592813366
10174,630.0175345543365
10175,217.25927782654435
10176,-491.73374132670733
10177,-131.1417511388327
10178,362.39302241729433
10179,-14.363038055407921
10180,-30.261757361676295
10181,-107.32358076729908
10182,-334.0625929296716
10183,299.50639964643256
10184,-103.4722148450533
10185,179.8204994671944
10186,122.20070887900684
10187,86.58037161690628
10188,386.48256056699176
10189,-613.3611745045821
10190,-269.81638738346265
10191,260.7314512622859
10192,-44.620161280427055
10193,-159.1571757641682
10194,-145.24559879357483
10195,447.2282148760009
10196,476.3569859695948
10197,121.79421345327214
10198,-1.535679056106121
10199,410.74409653878087
10200,90.82809979964769
10201,150.07336956845091
10202,24.033652961546924
10203,273.88663405363025
10204,-154.5292603802512
10205,42.588901507065934
10206,617.3417063168561
10207,38.93936076142928
10208,-91.43610119490442
10209,225.35327477391087
10210,151.05827577085606
10211,-86.91664773646006
10212,-101.7178895800729
10213,161.93776502605508
10214,357.8704141035452
10215,32.14597818655391
10216,-379.1453992002919
10217,-165.94213222367208
10218,257.4539216945408
10219,-124.83850779184132
10220,47.08451472299186
10221,-67.05065138980207
10222,287.1733441341635
10223,836.2674277701618
10224,-78.73329260205644
10225,-293.00922915219365
10226,284.916326462256
10227,377.9514320082276
10228,-473.9426195897226
10229,-538.8094549766041
10230,-372.9047504031866
10231,-83.3770088996875
10232,157.46205951911276
10233,167.50291456151032
10234,-105.69040574319628
10235,561.1616879176281
10236,-149.35531895746786
10237,196.9668051235222
10238,-33.81991172757974
10239,5.199419882337464
10240,-121.70842296063239
10241,53.473579817378315
10242,531.2918938411245
10243,-157.60262258937556
10244,-183.77196239261207
10245,643.8322464256621
10246,17.78030601012953
10247,-92.07939719460246
10248,485.4931646050745
10249,-221.23657860793932
10250,490.6065050484611
10251,-43.67715915425031
10252,139.9332298711764
10253,207.50447442761111
10254,17.092647024360172
10255,-396.4720331605287
10256,-168.30166761529165
10257,-75.59324100124441
10258,-292.0735078007694
10259,-59.373665346633125
10260,247.36904706438435
10261,206.8311275818564
10262,17.462464464080323
10263,-181.81148500656957
10264,300.17615094548546
10265,-567.6387247955888
10266,311.5932728526343
10267,-9.929511835492125
10268,161.40782304547804
10269,272.38559922972325
10270,55.12245741942559
10271,-15.278267412197467
10272,286.40230194290285
10273,387.88861194347436
10274,-148.57888863638647
10275,171.95235244839577
10276,-411.57059222267884
10277,213.8025382707519
10278,133.93002437371692
10279,-99.01717750124169
10280,-162.41724224558223
10281,-39.07419011347881
10282,-295.1584521832395
10283,141.32481354359544
10284,163.05983005334568
10285,-55.455401462417626
10286,-145.74067609352156
10287,16.35046243635434
10288,-364.29855848282824
10289,558.6630187376724
10290,40.05066121900779
10291,67.63734504296967
10292,559.840084655466
10293,469.80694715741527
10294,-149.4998010545294
10295,-328.8227866996965
10296,425.7713170466741
10297,85.50466241179448
10298,-166.91553705584954
10299,-662.2984070393492
10300,50.28039165300373
10301,-11.355718332961663
10302,-451.8112644495307
10303,78.67283313413101
10304,-386.81879991735633
10305,-273.22738305237147
10306,352.0150454400222
10307,-263.84804091810196
10308,-214.7302229936118
10309,-84.88115489738432
10310,745.8832791254223
10311,-418.97510845227316
10312,739.1991251661942
10313,-469.07742635294727
10314,481.829844865671
10315,363.2079747874405
10316,-270.2530418207187
10317,-399.59212471613176
10318,234.4572803070643
10319,-38.734693570326165
10320,238.36874871850662
10321,28.69744199018281
10322,238.2309578596526
10323,-130.00744030000106
10324,-681.2945617788492
10325,61.580652959542576
10326,-444.92985067095896
10327,-14.7132083928408
10328,680.4767823428562
10329,288.7326064937639
10330,839.9704901556717
10331,416.65747651917934
10332,167.35603728915675
10333,-86.77953786706846
10334,332.76996760043636
10335,-201.33443093425342
10336,-43.62508298784123
10337,-107.90237779609676
10338,-284.03573802517053
10339,232.60855717832558
10340,237.83315171539982
10341,74.39980567720329
10342,255.51770406364562
10343,-168.64961928561019
10344,68.56334601629
10345,-365.4419817252605
10346,189.70649886094617
10347,-369.8332497667089
10348,-250.90024390237787
10349,76.31355019623182
10350,-344.9455092337759
10351,-187.42339326812555
10352,482.16975698252173
10353,125.75266972886008
10354,450.69194375218524
10355,216.17619018208202
10356,34.341935719304715
10357,57.511455961215155
10358,-211.41949894712718
10359,49.76249180949295
10360,76.11104020758424
10361,-29.196254490440637
10362,33.04895852873752
10363,364.56271216309995
10364,234.4828098731515
10365,-21.79655485909018
10366,-476.9378770477996
10367,43.567658993046685
10368,-310.957213665169
10369,-46.94111622603684
10370,181.1955810713353
10371,-214.9624298200715
10372,-80.22706031522112
